fecha,sku,qty
2025-12-01,ARDU39,1
2025-11-30,COLA042,1
2025-11-30,LUZCO04,1
2025-11-30,ANDR002,1
2025-11-30,LUZAR08,1
2025-11-30,ARDU334,1
2025-11-30,ARDU004,1
2025-11-30,ARM014,1
2025-11-30,LUZAR08,1
2025-11-30,ACVI0011,1
2025-11-30,CODU008,1
2025-11-30,CODU35,1
2025-11-30,ARDU33,1
2025-11-30,ARK036,1
2025-11-29,COKA030,1
2025-11-29,PUSD010,1
2025-11-29,ANSD016,1
2025-11-29,ARSD009,1
2025-11-29,ANDV010,1
2025-11-29,ANSD005,1
2025-11-29,PUSD008,1
2025-11-29,COSD002,1
2025-11-29,ARSD004,1
2025-11-29,COLA007,1
2025-11-29,PUDEC01,1
2025-11-29,ACVI001,1
2025-11-29,ACVI007,1
2025-11-29,ACVI0014,1
2025-11-29,ACU001,1
2025-11-29,LCCO0020,1
2025-11-29,PASHARR04,1
2025-11-29,COMR042,1
2025-11-29,ARMR013,1
2025-11-29,PASHARR07,1
2025-11-29,COLA066,1
2025-11-29,COKA001,1
2025-11-29,ACVI0013,1
2025-11-29,LUZAR03,1
2025-11-29,LUZCO03,1
2025-11-29,PASHARR01,1
2025-11-29,COLA008,1
2025-11-28,COSD023,1
2025-11-28,COSD017,1
2025-11-28,COSD015,1
2025-11-28,COSS006,1
2025-11-28,ARDU001,1
2025-11-28,ARLA011,1
2025-11-28,ARSD25,1
2025-11-28,ARDU002,1
2025-11-28,COSD011,1
2025-11-28,ARSD24,1
2025-11-28,SDAN021,1
2025-11-28,COKA019,1
2025-11-28,COLA029,1
2025-11-28,COLA025,1
2025-11-28,COSS006,1
2025-11-28,LUZAR12,1
2025-11-28,ANDU004,1
2025-11-28,PUDU006,1
2025-11-28,ARDEC022,1
2025-11-28,PUDEC03,1
2025-11-28,CODE02,1
2025-11-28,PUSD010,1
2025-11-28,CODU38,1
2025-11-28,PUSD009,1
2025-11-28,PUKA31,1
2025-11-28,CODU38,1
2025-11-28,PUSD009,1
2025-11-27,CODU026,1
2025-11-27,ARDU013,1
2025-11-27,ARM017,1
2025-11-27,PUDR003,1
2025-11-27,COKA032,1
2025-11-27,ARDU007,1
2025-11-27,CODU017,1
2025-11-27,ARKA028,1
2025-11-27,ARMR006,2
2025-11-27,ARDU006,1
2025-11-27,ARDU017,1
2025-11-27,ARKA008,1
2025-11-27,CODU015,1
2025-11-27,LUZCO08,1
2025-11-27,LUZAR04,1
2025-11-27,COSD013,1
2025-11-27,PRM005,1
2025-11-27,ARSD001,1
2025-11-27,COLA005,1
2025-11-27,ARLA024,1
2025-11-27,PUSD010,1
2025-11-26,ARM0178,1
2025-11-26,PUDU001,1
2025-11-26,ANDU001,1
2025-11-26,COSD021,1
2025-11-26,ACVI002,1
2025-11-25,COSD004,1
2025-11-25,COSD024,1
2025-11-25,ANSD006,1
2025-11-25,PUSD004,1
2025-11-25,ARDU002,1
2025-11-25,ARDU012,1
2025-11-25,CODU003,1
2025-11-25,COSD022,1
2025-11-25,CODU41,1
2025-11-25,ANDU10,1
2025-11-25,LUZCO05,1
2025-11-23,PUDU008,1
2025-11-23,PUKA023,1
2025-11-22,CODU013,1
2025-11-22,COSS005,1
2025-11-22,COMR009,1
2025-11-22,COMR017,1
2025-11-22,COLA028,1
2025-11-22,ACVI0011,1
2025-11-22,COSD015,1
2025-11-22,LUZAR06,1
2025-11-21,COSD005,1
2025-11-21,ACVI0013,1
2025-11-21,LCCO0020,1
2025-11-21,ARM015,1
2025-11-21,FRAAN04,1
2025-11-21,COMR023,1
2025-11-20,ARMR005,1
2025-11-20,ARMR006,1
2025-11-20,ARMR015,1
2025-11-20,PUDEC01,1
2025-11-20,ANDU002,1
2025-11-20,CODU008,1
2025-11-20,CODU008,1
2025-11-20,COKA007,1
2025-11-20,CODU004,1
2025-11-20,CODU008,2
2025-11-20,COLA002,1
2025-11-20,ARLA001,1
2025-11-19,ARDU003,1
2025-11-19,PUSD010,1
2025-11-19,ARSD009,1
2025-11-19,ANSD016,1
2025-11-19,ANDU11,1
2025-11-19,CODU42,1
2025-11-18,CODEC01,1
2025-11-18,COSD036,2
2025-11-18,CODR002,1
2025-11-18,ARDR005,1
2025-11-18,PUDR003,1
2025-11-18,ARDU019,1
2025-11-18,COKA012,1
2025-11-18,ARK035,1
2025-11-18,COMR024,1
2025-11-18,COSD013,1
2025-11-18,ARSD001,1
2025-11-18,COMR015,1
2025-11-18,CODEC01,1
2025-11-17,LUZCO04,1
2025-11-17,LUZAR04,1
2025-11-17,PUKA008,1
2025-11-17,PUKA009,1
2025-11-17,PUKA006,1
2025-11-17,PUKA007,1
2025-11-17,ANDU004,1
2025-11-17,ARLA024,1
2025-11-16,ANDV001,1
2025-11-16,COKA005,1
2025-11-16,COKA002,1
2025-11-16,COSD023,1
2025-11-16,COLA019,1
2025-11-16,COLA021,1
2025-11-15,ARSS006,1
2025-11-15,COSS003,1
2025-11-15,FRABRA02,1
2025-11-15,ACVI0011,1
2025-11-15,ARSS002,1
2025-11-15,ARM014,1
2025-11-15,ARDU022,1
2025-11-15,ARM016,1
2025-11-15,ARDU013,1
2025-11-15,ARMR006,1
2025-11-15,COMR015,1
2025-11-15,CODU005,1
2025-11-15,ARDU35,1
2025-11-15,ARM016,1
2025-11-15,COSD015,1
2025-11-15,ANSD005,1
2025-11-15,ARSD001,1
2025-11-14,ARKA024,1
2025-11-14,ARKA028,1
2025-11-14,LUZAR06,1
2025-11-14,COSD011,1
2025-11-14,LUZAN02,1
2025-11-14,COKA046,1
2025-11-14,COLA006,1
2025-11-14,ARSD24,1
2025-11-14,ARDU027,1
2025-11-14,CODU026,1
2025-11-14,COKA045,1
2025-11-14,COSD021,1
2025-11-13,COKA019,1
2025-11-13,COMR027,1
2025-11-13,PUKA021,1
2025-11-13,COKA019,1
2025-11-13,COSS010,1
2025-11-13,PUSD007,1
2025-11-13,CODU40,1
2025-11-13,COSS002,1
2025-11-13,LUZAN02,1
2025-11-13,ARSD004,1
2025-11-13,PUSD009,1
2025-11-13,COSD002,1
2025-11-13,LUZCO04,1
2025-11-13,CODU027,1
2025-11-13,COLA015,1
2025-11-13,COKA003,1
2025-11-13,COKA001,1
2025-11-13,ARMR007,1
2025-11-13,COMR022,1
2025-11-13,ARDU39,1
2025-11-13,CODU43,1
2025-11-12,COLA005,1
2025-11-12,ARSD24,1
2025-11-12,ARSS006,1
2025-11-12,ANSD005,1
2025-11-12,COSD005,1
2025-11-12,ARKA011,1
2025-11-12,COPUNO,1
2025-11-12,COSD015,1
2025-11-12,COKA001,1
2025-11-12,CODU017,1
2025-11-12,COKA026,1
2025-11-12,COKA014,1
2025-11-12,COLA042,1
2025-11-12,ANSD022,1
2025-11-12,ANKA027,1
2025-11-12,ACTOPES,1
2025-11-12,ARMR010,1
2025-11-12,COMR023,1
2025-11-12,ARDU015,1
2025-11-11,ARMR006,1
2025-11-10,ARSD25,1
2025-11-10,CODR09,1
2025-11-10,ARDR003,1
2025-11-10,COPUNO,1
2025-11-10,PUSD008,1
2025-11-10,COMR018,1
2025-11-10,ANKA028,1
2025-11-10,ARSS002,1
2025-11-10,ARDU39,1
2025-11-09,CONDU30,1
2025-11-09,APP05,1
2025-11-09,CODU017,1
2025-11-09,ARDU015,1
2025-11-09,ARKA013,1
2025-11-09,SDAN022,1
2025-11-09,COSD011,1
2025-11-08,ARSS005,1
2025-11-08,PUSD009,1
2025-11-08,COSS006,1
2025-11-08,ARM015,1
2025-11-08,MUSHOWCAVE,1
2025-11-08,CODU39,1
2025-11-08,ANDV009,1
2025-11-08,ARMR006,1
2025-11-08,COMR026,1
2025-11-08,ARSD21,1
2025-11-08,ANSD006,1
2025-11-08,COMR023,1
2025-11-08,LUZCO03,1
2025-11-08,LUZAR03,1
2025-11-08,ARDU017,1
2025-11-08,ARDU002,1
2025-11-08,ANDU002,1
2025-11-08,ANKA025,1
2025-11-08,COLA064,1
2025-11-08,CODU015,1
2025-11-08,ARLA021,1
2025-11-08,ARMR011,1
2025-11-08,COLA008,1
2025-11-07,CODU009,1
2025-11-07,ARSD25,1
2025-11-07,COSD036,1
2025-11-07,CODU008,1
2025-11-07,LUZCO05,1
2025-11-07,ARM016,1
2025-11-07,LUZCO11,1
2025-11-07,LUZAR11,1
2025-11-07,ARLA003,1
2025-11-07,ARLA007,1
2025-11-07,ARLA006,1
2025-11-07,COMR008,1
2025-11-05,COSD005,1
2025-11-05,ARSD24,1
2025-11-05,COSD002,1
2025-11-05,LUZAN02,1
2025-11-05,ARSD23,1
2025-11-05,ARSD23,1
2025-11-04,COLA002,1
2025-11-03,ANSD005,1
2025-11-03,ANKA028,1
2025-11-03,ANDV004,1
2025-11-03,ARDU005,1
2025-11-03,ARSD25,1
2025-11-03,COSS005,1
2025-11-03,ARSS006,1
2025-11-03,SDAN022,1
2025-11-03,ANSD022,1
2025-11-03,CODU027,1
2025-11-02,COPUNO,1
2025-11-02,ANSD005,1
2025-11-02,ARSD002,1
2025-11-01,LUZCO04,1
2025-11-01,ARSD25,1
2025-11-01,SDAN022,1
2025-11-01,ARK035,1
2025-11-01,COKA045,1
2025-11-01,ACTOPES,1
2025-11-01,ARDU012,1
2025-11-01,PUDU008,1
2025-11-01,ANDU001,1
2025-11-01,COLA050,1
2025-10-31,ARDU010,1
2025-10-31,PUKA31,1
2025-10-31,ARSD19,1
2025-10-31,COSD050,1
2025-10-31,CODU008,1
2025-10-31,PUSD008,1
2025-10-31,ARDU001,1
2025-10-31,CODU005,1
2025-10-31,COSD013,1
2025-10-31,PUDU002,1
2025-10-31,COKA032,1
2025-10-31,PUKA34,1
2025-10-31,ANKA026,1
2025-10-31,COLA002,1
2025-10-31,ACVI001,1
2025-10-31,ARDU003,1
2025-10-30,CODU003,1
2025-10-30,ACRA002,1
2025-10-30,ANKA027,1
2025-10-30,COMR009,1
2025-10-30,ACVI002,1
2025-10-29,ARSD24,1
2025-10-29,ARSD25,1
2025-10-29,SDAN021,1
2025-10-29,ANDU005,1
2025-10-29,ANSD017,1
2025-10-29,ANSD006,1
2025-10-29,ARM015,1
2025-10-29,ARSS002,1
2025-10-29,COKA034,1
2025-10-29,COMR026,1
2025-10-29,COMR042,1
2025-10-29,ANDU002,1
2025-10-29,COMR015,1
2025-10-29,COSD024,1
2025-10-29,COLA006,1
2025-10-29,ANDU001,1
2025-10-29,ACTOPES,1
2025-10-29,COSD036,1
2025-10-29,VITLLA03,1
2025-10-29,COMR025,1
2025-10-29,VITLLA03,1
2025-10-29,ARKA028,1
2025-10-29,ARMR015,1
2025-10-29,COKA032,1
2025-10-29,COLA019,1
2025-10-29,PUKA38,1
2025-10-29,ANSD030,1
2025-10-29,COSD041,1
2025-10-29,ANDV004,1
2025-10-29,CODU017,1
2025-10-29,CODU014,1
2025-10-29,CODU022,1
2025-10-28,PUSD010,1
2025-10-28,PASHARR03,1
2025-10-28,ARSD24,1
2025-10-28,SDAN021,1
2025-10-28,ARLA011,1
2025-10-28,LUZCO02,1
2025-10-28,LUZAR10,1
2025-10-28,COLA010,1
2025-10-28,ANDV002,1
2025-10-28,COKA016,1
2025-10-27,ANSD016,1
2025-10-27,COMR042,1
2025-10-27,ACRA001,1
2025-10-27,ACRA005,1
2025-10-27,ARM015,1
2025-10-26,COSD013,1
2025-10-26,PUKA007,1
2025-10-26,PUKA005,1
2025-10-26,COSD047,1
2025-10-26,ARSD001,1
2025-10-26,ARSD002,1
2025-10-25,COSS001,1
2025-10-25,CODU009,1
2025-10-25,ANSD006,1
2025-10-25,COLA001,1
2025-10-25,ARDEC01,1
2025-10-25,ACTOPES,1
2025-10-25,CODU012,1
2025-10-25,COMR025,1
2025-10-25,PASHARR07,1
2025-10-25,COMR041,1
2025-10-25,ARMR010,1
2025-10-25,ARM017,1
2025-10-25,PRM004,1
2025-10-25,ANKA026,1
2025-10-25,COKA047,1
2025-10-25,CODU005,1
2025-10-25,ARDU001,1
2025-10-25,ACTOPES,1
2025-10-24,VITLLA03,2
2025-10-24,CODV008,1
2025-10-24,CODU41,1
2025-10-24,ARDU37,1
2025-10-23,ARSD19,1
2025-10-23,CODU33,1
2025-10-23,COSD009,1
2025-10-23,ANKA026,1
2025-10-23,ANKA38,1
2025-10-23,ANSD005,1
2025-10-23,ARMR005,1
2025-10-23,ACVI005,1
2025-10-22,CODU015,1
2025-10-22,LUZAR12,1
2025-10-22,ANDU004,1
2025-10-22,CODU015,1
2025-10-22,CODU021,1
2025-10-22,CODU026,1
2025-10-22,ARSS006,1
2025-10-22,CODU018,1
2025-10-22,COLA006,1
2025-10-21,ANSD005,1
2025-10-21,ARLA011,1
2025-10-21,ARSS004,1
2025-10-21,ARDU021,1
2025-10-20,ARDU021,1
2025-10-20,ANDU005,1
2025-10-20,ARDU005,1
2025-10-20,ARSD008,1
2025-10-20,ACTOPES,1
2025-10-20,ARDU017,1
2025-10-20,ARDU37,1
2025-10-20,CODU41,1
2025-10-20,ARDU003,1
2025-10-19,ARDU004,1
2025-10-18,COLA042,1
2025-10-18,COSD045,1
2025-10-18,COSS010,1
2025-10-18,LUZAR04,1
2025-10-18,VITLLA03,1
2025-10-18,ANKA026,1
2025-10-18,ACVI005,1
2025-10-18,ACVI002,1
2025-10-18,ANKA027,1
2025-10-18,ARDEC02,1
2025-10-18,COLA008,1
2025-10-18,COLA025,1
2025-10-18,FRACO05,1
2025-10-18,CODU008,1
2025-10-18,COSD003,2
2025-10-18,CODU36,1
2025-10-18,CODU022,1
2025-10-18,ARSS008,1
2025-10-18,ANKA028,1
2025-10-18,COSS010,1
2025-10-18,COLA040,1
2025-10-18,COLA051,1
2025-10-18,COSS010,1
2025-10-18,COSS006,1
2025-10-18,CODU42,1
2025-10-18,LUZCO11,1
2025-10-18,ARSS004,1
2025-10-18,ACTOPES,1
2025-10-18,CODU37,1
2025-10-18,CODU38,1
2025-10-18,CODU42,1
2025-10-18,COSS002,1
2025-10-18,COSD041,1
2025-10-18,COLA019,1
2025-10-18,COSS001,1
2025-10-18,ARDU39,1
2025-10-18,ACTOPES,1
2025-10-18,COLA019,1
2025-10-18,COMR042,1
2025-10-17,COKA012,1
2025-10-17,ACVI0011,1
2025-10-17,ARSS002,1
2025-10-17,MUSHOWCAVE,1
2025-10-17,ANKA025,1
2025-10-17,COSS005,1
2025-10-17,ARSS001,1
2025-10-17,ANDU005,1
2025-10-17,COLA002,1
2025-10-17,COLA007,1
2025-10-17,COMR004,1
2025-10-17,ACVI0013,1
2025-10-17,ACVI0011,1
2025-10-17,ACVI0015,1
2025-10-17,COLA015,1
2025-10-17,CODU009,1
2025-10-17,COMR004,1
2025-10-17,CODR11,1
2025-10-17,ARDR002,1
2025-10-16,COKA002,1
2025-10-16,COSS005,1
2025-10-16,COLA064,1
2025-10-16,COLA066,1
2025-10-16,COKA004,1
2025-10-16,COSD004,1
2025-10-16,COLA050,1
2025-10-16,COLA042,1
2025-10-16,ARLA011,1
2025-10-16,CODU43,2
2025-10-16,ANKA025,1
2025-10-16,ANDV013,1
2025-10-16,COLA041,1
2025-10-16,COLA015,1
2025-10-16,COSS005,1
2025-10-16,COSS005,1
2025-10-16,COSS010,1
2025-10-16,COKA005,1
2025-10-15,ARDU012,1
2025-10-15,ARMR007,2
2025-10-15,LUZCO02,1
2025-10-15,LUZAR02,1
2025-10-15,LUZAN03,1
2025-10-15,CODU001,1
2025-10-15,ARMR009,1
2025-10-15,ARDU005,1
2025-10-15,COSS002,1
2025-10-15,ANDU004,1
2025-10-15,ARDU013,1
2025-10-15,COLA060,1
2025-10-15,ARLA011,1
2025-10-15,ACVI002,1
2025-10-15,ARMR010,1
2025-10-15,CODU013,1
2025-10-15,ACVI005,1
2025-10-15,COLA021,1
2025-10-15,COSS006,1
2025-10-15,ARSD005,1
2025-10-15,ARDU024,1
2025-10-15,CODV002,1
2025-10-15,LUZCO12,1
2025-10-14,PUSD009,1
2025-10-14,ANSD007,1
2025-10-14,ARDU008,1
2025-10-14,COSD021,1
2025-10-14,ANKA37,2
2025-10-14,COSS002,1
2025-10-14,COKA008,1
2025-10-14,PUKA31,1
2025-10-14,COSS005,1
2025-10-14,ARSS006,1
2025-10-14,COSD022,1
2025-10-14,PUKA025,1
2025-10-14,COLA008,1
2025-10-14,ARLA001,1
2025-10-14,PUKA38,1
2025-10-14,ACVI002,1
2025-10-14,COLA019,1
2025-10-13,LUZAR04,1
2025-10-13,LUZCO04,1
2025-10-13,COSD015,1
2025-10-13,ARSD009,1
2025-10-13,COKA003,1
2025-10-13,CODU35,1
2025-10-12,COLA008,1
2025-10-12,ARDU39,1
2025-10-11,COSD011,1
2025-10-11,COLA010,1
2025-10-11,ARSD001,1
2025-10-11,COLA061,1
2025-10-11,ANKA029,1
2025-10-10,COKA015,2
2025-10-10,ARSD010,1
2025-10-10,ANSD016,1
2025-10-10,COLA018,2
2025-10-10,COLA010,1
2025-10-10,COSD042,1
2025-10-10,LUZAR09,1
2025-10-10,ARLA008,1
2025-10-10,COLA021,1
2025-10-10,COLA050,1
2025-10-10,COLA021,1
2025-10-10,ACTOPES,1
2025-10-10,COSD004,1
2025-10-10,COSS006,1
2025-10-09,ARSD19,2
2025-10-09,CODU43,1
2025-10-09,PUDU008,1
2025-10-09,ARDU35,1
2025-10-08,ACVI0011,1
2025-10-08,COLA006,1
2025-10-08,COLA063,1
2025-10-08,LUZCO05,1
2025-10-08,COLA040,1
2025-10-08,VITLLA03,1
2025-10-08,COKA010,1
2025-10-08,ARK035,1
2025-10-08,COLA003,1
2025-10-08,ANDV004,1
2025-10-08,ANDV009,1
2025-10-08,ANDV010,1
2025-10-08,PUKA30,1
2025-10-08,CODU013,1
2025-10-08,COLA028,1
2025-10-07,COLA005,1
2025-10-07,ARLA008,1
2025-10-07,COSD022,2
2025-10-07,COSD002,1
2025-10-07,ANDV003,1
2025-10-07,ANDU006,1
2025-10-07,ANSD104,1
2025-10-07,SDAN020,1
2025-10-07,COMR024,1
2025-10-07,ANSD006,1
2025-10-07,CODU027,1
2025-10-07,COLA002,1
2025-10-07,COSD021,2
2025-10-06,ANKA029,1
2025-10-06,PUSD005,1
2025-10-06,ACVI0011,2
2025-10-06,COSD003,1
2025-10-06,ARSD005,1
2025-10-06,ANDU009,1
2025-10-06,ARKA024,1
2025-10-06,ARSD21,1
2025-10-06,COSD036,1
2025-10-05,ARSD24,1
2025-10-05,SDAN021,1
2025-10-05,PUKA005,1
2025-10-05,SDAN021,1
2025-10-05,ARDU014,1
2025-10-04,COKA046,1
2025-10-04,ACTOPES,1
2025-10-04,COKA012,1
2025-10-04,ARKA022,1
2025-10-04,ANKA028,1
2025-10-04,ACTOPES,1
2025-10-04,ANKA025,1
2025-10-04,ARKA038,1
2025-10-04,CODU014,1
2025-10-04,LUZAN01,1
2025-10-04,ANSD022,1
2025-10-04,ANDV001,1
2025-10-04,COLA006,1
2025-10-04,ARLA011,1
2025-10-04,ANSD005,1
2025-10-04,COLA006,1
2025-10-04,ARLA011,1
2025-10-04,ANSD005,1
2025-10-04,MUSH02,1
2025-10-04,COKA001,1
2025-10-04,ANKA025,1
2025-10-04,ARDU015,1
2025-10-04,COMR017,1
2025-10-04,ARDU026,1
2025-10-04,ARSD24,1
2025-10-04,COLA029,1
2025-10-04,COLA010,1
2025-10-03,SDAN021,1
2025-10-03,ARDU022,1
2025-10-03,PUKA007,1
2025-10-03,ARDU37,1
2025-10-03,ANDU12,1
2025-10-03,ACTOPES,1
2025-10-04,PASHARR05,1
2025-10-04,PASHARR01,1
2025-10-04,ARM014,1
2025-10-04,ARM016,1
2025-10-04,COMR023,1
2025-10-04,COLA026,1
2025-10-04,COLA004,1
2025-10-04,MUSH02,1
2025-10-04,ACTOPES,1
2025-10-03,PUSD010,1
2025-10-03,ANSD022,1
2025-10-03,ARSD010,1
2025-10-03,COSD023,1
2025-10-03,COSS005,1
2025-10-03,ARSD008,1
2025-10-03,PUKA008,1
2025-10-02,COSD015,1
2025-10-02,ACVI001,1
2025-10-01,PUSD010,1
2025-10-01,COLA040,1
2025-10-01,COLA041,1
2025-10-01,CODU013,1
2025-10-01,ARDU017,1
2025-10-01,PUDU001,1
2025-10-01,ANDU10,1
2025-10-01,COSS005,1
2025-09-30,COSD013,1
2025-09-30,COSS003,1
2025-09-30,ARSS003,1
2025-09-30,LUZCO02,1
2025-09-30,LUZAR02,1
2025-09-30,COKA011,1
2025-09-30,LUZCO01,1
2025-09-30,CODU017,1
2025-09-30,LUZAR01,1
2025-09-29,ARSD24,1
2025-09-29,ACVI0011,1
2025-09-29,PUDR003,1
2025-09-29,COLA008,1
2025-09-29,PUKA007,1
2025-09-28,COKA011,1
2025-09-27,CODU008,1
2025-09-27,COMR007,1
2025-09-27,LUZCO07,1
2025-09-27,LUZAR03,1
2025-09-27,COLA041,1
2025-09-27,ARKA008,1
2025-09-27,ARDU002,1
2025-09-27,ACTOPES,1
2025-09-27,COKA018,1
2025-09-27,COSD041,1
2025-09-27,ARSS006,1
2025-09-27,COSD021,1
2025-09-27,CODU38,1
2025-09-27,LCCO015,1
2025-09-27,PUSD007,1
2025-09-27,CODU36,1
2025-09-27,VITLLA03,1
2025-09-26,CODU016,1
2025-09-26,COMR041,1
2025-09-26,ARSD002,1
2025-09-26,PUSD005,1
2025-09-26,ARKA003,1
2025-09-26,ARSD010,1
2025-09-26,ANSD005,1
2025-09-26,PUSD009,1
2025-09-25,PUSD010,1
2025-09-25,ANSD016,1
2025-09-25,COKA014,1
2025-09-25,COMR026,1
2025-09-25,COLA0266,1
2025-09-25,COSD036,1
2025-09-25,ARSD008,1
2025-09-25,LUZCO03,1
2025-09-25,LUZAR03,1
2025-09-25,ARKA003,1
2025-09-25,ANSD006,1
2025-09-25,COMR023,1
2025-09-25,ARMR010,1
2025-09-25,CODR002,1
2025-09-25,ARDR003,1
2025-09-25,COSD036,1
2025-09-24,ANDR002,1
2025-09-24,SDAN021,1
2025-09-24,ARSD24,1
2025-09-24,ARMF002,1
2025-09-24,ARMR015,1
2025-09-24,SDAN021,1
2025-09-24,ARSD24,1
2025-09-24,ANKA026,1
2025-09-24,ARM016,1
2025-09-23,COSS005,1
2025-09-23,ARSS006,1
2025-09-23,ARSD25,1
2025-09-23,SDAN022,1
2025-09-22,CODU015,1
2025-09-22,COMR024,1
2025-09-22,LUZAN04,1
2025-09-22,ANKA37,1
2025-09-22,COMR023,1
2025-09-22,ANKA028,1
2025-09-22,ANKA029,1
2025-09-22,COSS010,1
2025-09-22,COKA028,1
2025-09-22,ANDU009,1
2025-09-22,PUDEC03,1
2025-09-22,ARDU33,1
2025-09-21,ARDU012,1
2025-09-21,COSD011,1
2025-09-21,ARSD009,1
2025-09-21,ANSD016,1
2025-09-21,ARSD23,1
2025-09-21,CODU010,1
2025-09-21,ARDU017,1
2025-09-20,COLA020,1
2025-09-20,COLA002,1
2025-09-20,ARLA001,1
2025-09-20,COLA019,1
2025-09-20,ARLA008,1
2025-09-20,PUDU001,1
2025-09-20,ARDU022,1
2025-09-20,PUKA004,1
2025-09-20,COPUNO,1
2025-09-20,ACTOPES,1
2025-09-20,COSD047,1
2025-09-20,ARSD20,1
2025-09-20,ARSD002,1
2025-09-20,ANSD006,1
2025-09-20,COMR022,1
2025-09-20,ARMR007,1
2025-09-20,CODU003,1
2025-09-20,CODU017,1
2025-09-20,PUSD007,1
2025-09-20,COSD015,1
2025-09-20,PUSD010,1
2025-09-19,ARDU004,1
2025-09-19,CODR001,1
2025-09-19,ARDR004,1
2025-09-19,COSS002,1
2025-09-19,ARSS006,1
2025-09-19,COMR005,1
2025-09-19,COMR040,1
2025-09-19,COMR017,1
2025-09-19,VITLLA02,1
2025-09-18,ARMR006,1
2025-09-18,ANDU003,1
2025-09-18,COSD017,1
2025-09-18,COKA005,1
2025-09-18,PUKA35,1
2025-09-18,PUKA004,1
2025-09-18,PUDU006,1
2025-09-18,PUKA005,1
2025-09-18,ACVI002,1
2025-09-18,ACVI001,1
2025-09-17,ACVI0015,1
2025-09-17,LUZCO09,1
2025-09-17,PUSD008,1
2025-09-17,ARSD001,1
2025-09-17,COKA017,1
2025-09-17,ACVI002,1
2025-09-16,CODU008,1
2025-09-15,COSD011,1
2025-09-15,ARSD005,1
2025-09-15,ARM014,1
2025-09-15,COKA016,1
2025-09-14,COKA004,1
2025-09-14,ARMR005,1
2025-09-14,COMR017,1
2025-09-13,COSS005,1
2025-09-13,ARSS002,1
2025-09-13,COLA040,1
2025-09-13,LUZCO12,1
2025-09-13,ANKA032,1
2025-09-13,COKA001,1
2025-09-13,ANKA030,1
2025-09-13,VITLLA03,1
2025-09-13,VITLLA02,1
2025-09-13,COLA001,1
2025-09-12,ARDU002,1
2025-09-12,CODU021,1
2025-09-12,COSS005,1
2025-09-12,ARSS001,1
2025-09-12,PUSD010,1
2025-09-12,ARSD002,1
2025-09-12,ARSD010,1
2025-09-12,ANDU004,1
2025-09-12,COMR024,1
2025-09-12,CODU009,1
2025-09-12,COLA051,1
2025-09-12,ARMR009,1
2025-09-12,COLA019,1
2025-09-12,ARLA008,1
2025-09-11,ARSD23,2
2025-09-11,ARDU015,1
2025-09-11,ANKA025,1
2025-09-10,COKA045,1
2025-09-10,ACTOPES,1
2025-09-10,ARK035,1
2025-09-10,COMR043,1
2025-09-10,ANKA026,1
2025-09-10,CODU027,1
2025-09-10,COMR008,2
2025-09-10,COMR041,1
2025-09-10,ARMR009,1
2025-09-10,ACVI0010,1
2025-09-10,LUZAN03,1
2025-09-10,PRM001,1
2025-09-09,COLA006,1
2025-09-09,ANKA028,1
2025-09-09,ARDU010,1
2025-09-09,PASHARR07,1
2025-09-09,COMR042,1
2025-09-08,PUSD010,2
2025-09-08,COMR024,1
2025-09-08,COKA047,1
2025-09-08,CODU008,1
2025-09-08,CODU005,1
2025-09-08,COLA008,1
2025-09-07,CODU011,2
2025-09-06,COSD041,1
2025-09-06,CODV008,1
2025-09-06,ANDV001,1
2025-09-06,ARSD19,1
2025-09-06,VITLLA03,1
2025-09-06,LUZCO08,1
2025-09-06,LUZAR12,1
2025-09-06,LUZCO01,1
2025-09-06,LUZCO04,1
2025-09-06,ARDU003,1
2025-09-05,ARDU021,1
2025-09-05,ARM017,1
2025-09-05,ARLA001,1
2025-09-05,ANDU004,1
2025-09-05,ANDU009,1
2025-09-05,COLA006,1
2025-09-05,ARSD25,1
2025-09-05,PASHARR01,1
2025-09-05,ARSD001,1
2025-09-05,PASHARR04,1
2025-09-04,ARDU31,1
2025-09-04,ARK040,1
2025-09-04,ARSD004,1
2025-09-04,COKA047,1
2025-09-04,COMR023,1
2025-09-04,ARMR006,1
2025-09-03,COSD003,1
2025-09-03,LUZAR12,1
2025-09-03,LUZAR10,1
2025-09-03,ACVI0015,1
2025-09-02,ARDU012,1
2025-09-02,PUDU008,1
2025-09-02,ANDU007,1
2025-09-02,COLA019,1
2025-09-02,ARLA008,1
2025-09-01,ARKA022,1
2025-09-01,COKA034,1
2025-09-01,SDAN022,1
2025-09-01,ARSD25,1
2025-09-01,ACVI0010,1
2025-09-01,LUZCO03,1
2025-09-01,COSD002,1
2025-09-01,SDAN020,1
2025-09-01,ARSD23,1
2025-08-31,ARSD25,1
2025-08-31,ARMR005,1
2025-08-31,ANSD022,1
2025-08-30,COLA006,1
2025-08-30,COLA009,1
2025-08-30,COSD013,1
2025-08-30,PUDU006,1
2025-08-30,CODU022,1
2025-08-30,ARDU012,1
2025-08-30,ARMR015,1
2025-08-30,ARDU006,1
2025-08-30,ARLA008,1
2025-08-30,COLA002,1
2025-08-30,LUZAR02,1
2025-08-30,COMR028,1
2025-08-30,ANKA026,1
2025-08-30,ANKA025,1
2025-08-30,ANKA032,1
2025-08-30,ARLA003,1
2025-08-30,COLA009,1
2025-08-29,ACVI001,1
